Invoice ID,Branch,City,Date,Time,Payment
660-29-7083,C,Naypyitaw,2019-01-15,15:01:00,Cash
271-77-8740,C,Naypyitaw,2019-01-01,11:40:00,Ewallet
497-36-0989,A,Yangon,2019-02-15,15:21:00,Cash
291-59-1384,B,Mandalay,2019-02-28,17:38:00,Cash
860-73-6466,A,Yangon,2019-03-02,16:16:00,Credit card
549-23-9016,C,Naypyitaw,2019-02-13,18:15:00,Credit card
896-34-0956,A,Yangon,2019-01-26,12:43:00,Cash
804-38-3935,A,Yangon,2019-01-30,11:32:00,Credit card
585-90-0249,A,Yangon,2019-01-27,18:08:00,Ewallet
862-29-5914,C,Naypyitaw,2019-01-30,17:08:00,Credit card
845-94-6841,C,Naypyitaw,2019-01-08,19:38:00,Cash
125-45-2293,A,Yangon,2019-01-19,13:11:00,Cash
843-73-4724,A,Yangon,2019-01-25,11:05:00,Cash
409-33-9708,A,Yangon,2019-02-19,10:12:00,Ewallet
658-66-3967,C,Naypyitaw,2019-01-14,15:42:00,Ewallet
866-70-2814,B,Mandalay,2019-02-25,11:58:00,Ewallet
160-22-2687,A,Yangon,2019-01-23,14:21:00,Ewallet
895-03-6665,B,Mandalay,2019-02-16,10:52:00,Cash
770-42-8960,B,Mandalay,2019-01-01,19:31:00,Cash
748-45-2862,A,Yangon,2019-03-07,18:35:00,Cash
234-36-2483,B,Mandalay,2019-02-15,13:51:00,Cash
316-66-3011,A,Yangon,2019-01-23,12:35:00,Cash
848-95-6252,C,Naypyitaw,2019-02-20,13:24:00,Ewallet
840-76-5966,A,Yangon,2019-01-08,18:06:00,Ewallet
152-03-4217,B,Mandalay,2019-03-17,11:55:00,Credit card
533-66-5566,B,Mandalay,2019-01-12,11:42:00,Cash
124-31-1458,A,Yangon,2019-01-08,14:30:00,Cash
176-78-1170,C,Naypyitaw,2019-01-26,15:11:00,Ewallet
361-59-0574,B,Mandalay,2019-03-15,14:48:00,Credit card
101-81-4070,C,Naypyitaw,2019-01-17,12:36:00,Ewallet
631-34-1880,C,Naypyitaw,2019-01-08,19:09:00,Credit card
852-82-2749,A,Yangon,2019-01-06,13:35:00,Ewallet
873-14-6353,A,Yangon,2019-02-16,10:33:00,Credit card
584-66-4073,C,Naypyitaw,2019-03-13,15:45:00,Ewallet
544-55-9589,B,Mandalay,2019-01-28,11:51:00,Cash
166-19-2553,A,Yangon,2019-01-18,17:26:00,Cash
737-88-5876,A,Yangon,2019-03-19,11:52:00,Credit card
154-87-7367,C,Naypyitaw,2019-03-15,14:04:00,Ewallet
885-56-0389,C,Naypyitaw,2019-02-12,17:49:00,Cash
608-05-3804,B,Mandalay,2019-02-25,20:19:00,Cash
448-61-3783,A,Yangon,2019-03-21,16:08:00,Credit card
761-49-0439,B,Mandalay,2019-01-19,10:17:00,Ewallet
490-95-0021,B,Mandalay,2019-01-08,14:25:00,Ewallet
115-38-7388,C,Naypyitaw,2019-03-30,12:51:00,Credit card
311-13-6971,B,Mandalay,2019-02-20,15:18:00,Credit card
291-55-6563,A,Yangon,2019-03-30,12:45:00,Ewallet
548-48-3156,A,Yangon,2019-03-19,13:37:00,Cash
460-93-5834,A,Yangon,2019-01-13,10:03:00,Cash
325-89-4209,A,Yangon,2019-02-05,19:42:00,Ewallet
884-80-6021,A,Yangon,2019-03-23,13:14:00,Ewallet
137-74-8729,C,Naypyitaw,2019-03-13,12:47:00,Ewallet
880-46-5796,A,Yangon,2019-03-17,19:53:00,Ewallet
389-70-2397,C,Naypyitaw,2019-02-21,10:26:00,Cash
114-35-5271,B,Mandalay,2019-02-07,15:06:00,Cash
607-76-6216,C,Naypyitaw,2019-03-02,16:35:00,Credit card
715-20-1673,B,Mandalay,2019-03-06,20:57:00,Cash
811-35-1094,B,Mandalay,2019-02-06,15:16:00,Credit card
699-88-1972,B,Mandalay,2019-01-28,17:47:00,Credit card
781-84-8059,C,Naypyitaw,2019-01-18,16:23:00,Ewallet
409-49-6995,C,Naypyitaw,2019-02-05,10:17:00,Cash
725-54-0677,C,Naypyitaw,2019-03-02,13:50:00,Cash
146-09-5432,A,Yangon,2019-02-09,19:17:00,Ewallet
377-79-7592,C,Naypyitaw,2019-01-14,14:00:00,Credit card
509-10-0516,B,Mandalay,2019-02-09,12:02:00,Ewallet
595-94-9924,A,Yangon,2019-03-26,20:21:00,Credit card
865-41-9075,A,Yangon,2019-01-28,17:35:00,Cash
545-07-8534,C,Naypyitaw,2019-02-14,12:42:00,Ewallet
118-62-1812,C,Naypyitaw,2019-03-24,17:56:00,Cash
450-42-3339,C,Naypyitaw,2019-02-09,18:58:00,Credit card
851-98-3555,B,Mandalay,2019-03-24,14:08:00,Credit card
186-71-5196,A,Yangon,2019-03-27,16:30:00,Ewallet
624-01-8356,B,Mandalay,2019-01-27,10:44:00,Credit card
313-66-9943,B,Mandalay,2019-03-27,20:29:00,Credit card
151-27-8496,C,Naypyitaw,2019-01-19,11:43:00,Ewallet
453-33-6436,A,Yangon,2019-02-07,10:09:00,Cash
522-57-8364,A,Yangon,2019-01-31,10:00:00,Ewallet
459-45-2396,A,Yangon,2019-02-25,18:45:00,Cash
717-96-4189,C,Naypyitaw,2019-02-02,12:40:00,Cash
722-13-2115,C,Naypyitaw,2019-03-14,15:36:00,Credit card
749-81-8133,A,Yangon,2019-03-11,12:04:00,Cash
777-67-2495,B,Mandalay,2019-02-22,11:26:00,Ewallet
636-98-3364,B,Mandalay,2019-03-02,12:36:00,Ewallet
246-55-6923,C,Naypyitaw,2019-03-10,15:06:00,Credit card
181-82-6255,B,Mandalay,2019-02-08,10:58:00,Cash
838-02-1821,C,Naypyitaw,2019-02-22,12:10:00,Credit card
887-42-0517,C,Naypyitaw,2019-01-10,10:31:00,Credit card
457-12-0244,C,Naypyitaw,2019-03-14,13:49:00,Ewallet
226-34-0034,B,Mandalay,2019-01-10,11:10:00,Ewallet
321-49-7382,B,Mandalay,2019-02-15,17:38:00,Credit card
397-25-8725,A,Yangon,2019-01-13,17:54:00,Credit card
431-66-2305,B,Mandalay,2019-02-15,20:51:00,Credit card
825-94-5922,B,Mandalay,2019-03-02,19:26:00,Ewallet
641-62-7288,B,Mandalay,2019-03-24,13:33:00,Ewallet
756-93-1854,C,Naypyitaw,2019-02-02,14:05:00,Credit card
243-55-8457,A,Yangon,2019-02-27,11:40:00,Ewallet
458-10-8612,C,Naypyitaw,2019-01-20,12:27:00,Ewallet
501-61-1753,B,Mandalay,2019-01-03,20:24:00,Ewallet
235-06-8510,C,Naypyitaw,2019-01-24,20:59:00,Ewallet
433-08-7822,C,Naypyitaw,2019-01-05,19:48:00,Ewallet
361-85-2571,A,Yangon,2019-03-30,10:18:00,Cash
131-70-8179,A,Yangon,2019-02-17,16:27:00,Cash
500-02-2261,C,Naypyitaw,2019-03-21,17:04:00,Ewallet
720-72-2436,A,Yangon,2019-03-02,18:14:00,Ewallet
702-83-5291,C,Naypyitaw,2019-03-27,10:43:00,Cash
809-69-9497,A,Yangon,2019-01-19,19:30:00,Ewallet
449-16-6770,A,Yangon,2019-02-19,14:53:00,Credit card
333-23-2632,A,Yangon,2019-03-28,20:14:00,Cash
489-82-1237,A,Yangon,2019-01-05,11:51:00,Credit card
859-97-6048,C,Naypyitaw,2019-03-26,14:13:00,Credit card
676-10-2200,B,Mandalay,2019-02-03,20:13:00,Ewallet
373-88-1424,C,Naypyitaw,2019-02-06,18:44:00,Ewallet
365-16-4334,B,Mandalay,2019-02-24,14:26:00,Ewallet
503-21-4385,B,Mandalay,2019-02-21,12:40:00,Ewallet
305-89-2768,B,Mandalay,2019-01-09,18:43:00,Ewallet
574-80-1489,B,Mandalay,2019-02-25,13:22:00,Ewallet
784-08-0310,C,Naypyitaw,2019-01-13,13:58:00,Cash
200-40-6154,B,Mandalay,2019-02-09,11:45:00,Cash
846-10-0341,A,Yangon,2019-01-06,11:51:00,Cash
577-34-7579,C,Naypyitaw,2019-01-10,17:16:00,Cash
430-02-3888,B,Mandalay,2019-02-07,15:55:00,Cash
867-47-1948,C,Naypyitaw,2019-01-09,12:07:00,Cash
384-59-6655,A,Yangon,2019-02-19,15:07:00,Cash
256-58-3609,C,Naypyitaw,2019-03-18,15:29:00,Cash
324-92-3863,A,Yangon,2019-02-05,18:45:00,Cash
593-08-5916,A,Yangon,2019-03-19,15:23:00,Credit card
364-34-2972,C,Naypyitaw,2019-03-30,20:37:00,Cash
794-42-3736,B,Mandalay,2019-01-26,14:41:00,Credit card
172-42-8274,B,Mandalay,2019-03-02,18:18:00,Credit card
558-60-5016,A,Yangon,2019-03-04,15:27:00,Ewallet
195-06-0432,A,Yangon,2019-01-13,12:55:00,Credit card
605-03-2706,A,Yangon,2019-03-25,18:02:00,Cash
214-30-2776,B,Mandalay,2019-03-11,19:44:00,Credit card
746-04-1077,B,Mandalay,2019-01-01,11:36:00,Credit card
448-34-8700,B,Mandalay,2019-02-10,13:51:00,Ewallet
452-04-8808,B,Mandalay,2019-01-26,15:17:00,Cash
531-56-4728,A,Yangon,2019-02-11,15:29:00,Cash
744-82-9138,C,Naypyitaw,2019-02-07,17:59:00,Cash
883-69-1285,B,Mandalay,2019-03-06,11:55:00,Credit card
221-25-5073,A,Yangon,2019-03-04,10:39:00,Cash
518-71-6847,B,Mandalay,2019-02-26,15:10:00,Ewallet
156-20-0370,B,Mandalay,2019-03-10,18:10:00,Credit card
151-33-7434,B,Mandalay,2019-02-04,20:43:00,Credit card
728-47-9078,C,Naypyitaw,2019-01-19,12:46:00,Cash
809-46-1866,A,Yangon,2019-01-23,17:44:00,Cash
139-32-4183,A,Yangon,2019-03-14,14:19:00,Ewallet
148-41-7930,C,Naypyitaw,2019-01-23,10:33:00,Cash
189-40-5216,C,Naypyitaw,2019-01-09,11:40:00,Cash
374-38-5555,B,Mandalay,2019-02-07,19:30:00,Ewallet
764-44-8999,B,Mandalay,2019-02-18,14:42:00,Ewallet
552-44-5977,B,Mandalay,2019-01-03,19:08:00,Credit card
267-62-7380,C,Naypyitaw,2019-03-29,19:12:00,Ewallet
430-53-4718,B,Mandalay,2019-01-28,15:46:00,Credit card
886-18-2897,A,Yangon,2019-03-22,19:06:00,Credit card
602-16-6955,B,Mandalay,2019-01-24,18:10:00,Ewallet
745-74-0715,A,Yangon,2019-03-10,20:46:00,Ewallet
690-01-6631,B,Mandalay,2019-02-22,18:35:00,Ewallet
652-49-6720,C,Naypyitaw,2019-02-18,11:40:00,Ewallet
233-67-5758,C,Naypyitaw,2019-01-29,13:46:00,Ewallet
303-96-2227,B,Mandalay,2019-03-02,17:16:00,Ewallet
727-02-1313,A,Yangon,2019-02-09,13:22:00,Cash
347-56-2442,A,Yangon,2019-02-22,15:33:00,Cash
849-09-3807,A,Yangon,2019-02-18,13:28:00,Cash
